periodyear,industry__name,emp,female,male,age45p,age50p,community__name,community__gnis_feature_id,community__census_code,community__census_area__name,community__census_area__gnis_feature_id,community__census_area__census_code,community__census_area__county_code,community__census_area__historical,community__census_area__notes,community__alaska_native_regional_corporation__name,community__latitude,community__longitude,community__aea_energy_region__name,community__dcra_community_id
2015,Natural Resources and Mining,3,0,3,1,1,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Construction,23,1,22,5,3,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Manufacturing,1,0,1,0,0,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,"Trade, Transportation and Utilities",27,13,14,6,4,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Information,7,2,5,4,2,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Financial Activities,1,0,1,0,0,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Professional and Business Services,9,2,7,7,7,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Educational and Health Services,21,18,3,11,8,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Leisure and Hospitality,3,3,0,1,1,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,State Government,12,6,6,9,6,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Local Government,160,85,75,67,47,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2015,Other,2,1,1,1,1,Galena,1402457,27530,Yukon-Koyukuk Census Area,1419987,99290,290,0,"Part taken to create the new Denali Borough (02-068) effective December 7, 1990; 1990 detached population: 1,682.","Doyon, Limited",64.7333333,-156.9275000,Yukon-Koyukuk/Upper Tanana,25bf6c14-97ff-404b-a0f6-edfe2f1b6727
2000,Construction,16,7,9,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,Manufacturing,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,"Trade, Transportation and Utilities",29,13,16,6,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,Information,4,0,4,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,Financial Activities,77,33,44,24,12,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,Professional and Business Services,2,2,0,2,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,Educational and Health Services,20,19,1,8,5,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,Leisure and Hospitality,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,Local Government,111,39,72,30,20,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2000,Other,1,1,0,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,Leisure and Hospitality,11,4,7,7,4,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,Construction,7,3,4,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,"Trade, Transportation and Utilities",24,10,14,5,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,Information,6,0,6,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,Financial Activities,61,28,33,23,14,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,Professional and Business Services,5,3,2,3,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,Local Government,126,47,79,32,21,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,Other,2,1,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,Construction,2,0,2,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,"Trade, Transportation and Utilities",18,5,13,4,4,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,Information,4,0,4,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,Financial Activities,59,26,33,20,14,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,Professional and Business Services,5,4,1,3,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,Leisure and Hospitality,3,2,1,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,State Government,3,1,2,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,Local Government,134,56,78,37,21,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,Other,1,0,1,1,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,Other,1,1,0,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,Construction,24,2,22,8,7,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,"Trade, Transportation and Utilities",23,6,17,3,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,Information,3,0,3,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,Financial Activities,82,43,39,22,14,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,Professional and Business Services,5,2,3,3,3,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,Educational and Health Services,21,16,5,7,4,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,Leisure and Hospitality,2,1,1,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,Local Government,92,40,52,31,16,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,Construction,13,9,4,4,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,"Trade, Transportation and Utilities",6,2,4,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,Information,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,Financial Activities,95,33,62,25,15,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,Professional and Business Services,2,2,0,2,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,Educational and Health Services,23,17,6,9,4,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,Leisure and Hospitality,4,3,1,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,State Government,8,3,5,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,Other,2,1,1,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,Construction,14,7,7,5,4,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,"Trade, Transportation and Utilities",8,3,5,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,Financial Activities,90,32,58,31,19,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,Professional and Business Services,5,4,1,2,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,Educational and Health Services,27,20,7,10,5,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,Leisure and Hospitality,4,3,1,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,State Government,6,4,2,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,Local Government,116,49,67,33,24,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,Construction,6,3,3,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,"Trade, Transportation and Utilities",5,2,3,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,Financial Activities,72,23,49,29,17,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,Professional and Business Services,2,2,0,2,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,Educational and Health Services,24,17,7,8,5,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,Leisure and Hospitality,2,1,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,State Government,5,1,4,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,Local Government,130,57,73,39,24,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,Other,1,0,1,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Natural Resources and Mining,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Construction,1,0,1,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,"Trade, Transportation and Utilities",7,4,3,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Information,2,0,2,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Financial Activities,90,34,56,29,20,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Professional and Business Services,7,5,2,3,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Leisure and Hospitality,2,2,0,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,State Government,3,2,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Other,2,1,1,2,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,Construction,5,1,4,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,"Trade, Transportation and Utilities",6,4,2,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,Information,4,0,4,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,Professional and Business Services,15,3,12,7,4,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,Educational and Health Services,22,16,6,6,5,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,Leisure and Hospitality,3,2,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,Local Government,115,60,55,42,28,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,Other,1,0,1,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,Construction,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,"Trade, Transportation and Utilities",8,4,4,4,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,Information,5,1,4,2,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,Financial Activities,21,1,20,12,8,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,Professional and Business Services,18,4,14,9,7,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,Educational and Health Services,23,16,7,7,5,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,Leisure and Hospitality,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,State Government,6,4,2,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,Local Government,174,84,90,56,39,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,Construction,20,2,18,6,5,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,"Trade, Transportation and Utilities",5,2,3,3,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,Information,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,Financial Activities,65,35,30,27,18,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2011,Construction,8,3,5,2,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2001,Educational and Health Services,22,19,3,7,4,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2002,Educational and Health Services,21,15,6,6,5,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2004,Local Government,110,44,66,30,25,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,Information,2,0,2,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2006,Information,2,0,2,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Educational and Health Services,24,18,6,8,7,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2007,Local Government,126,54,72,39,29,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,Financial Activities,87,34,53,32,25,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2009,Other,2,0,2,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,State Government,6,2,4,2,2,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2012,State Government,6,3,3,1,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2003,State Government,6,1,5,1,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2005,Other,2,1,1,1,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2008,State Government,7,4,3,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,Professional and Business Services,27,9,18,12,8,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,Educational and Health Services,24,17,7,5,3,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,Leisure and Hospitality,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,Local Government,101,51,50,35,25,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2010,Other,10,2,8,3,3,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2011,"Trade, Transportation and Utilities",5,3,2,2,1,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2011,Information,1,0,1,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2011,Financial Activities,49,19,30,20,15,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2011,Professional and Business Services,21,9,12,13,10,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2011,Educational and Health Services,21,16,5,8,4,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
2011,Leisure and Hospitality,1,1,0,0,0,Gambell,1402463,27640,Nome Census Area,1419977,99180,180,0,,,63.7797222,-171.7411111,Bering Straits,2c81665b-90d4-4726-9530-2e2ae081de3f
